Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50
0.669775102229455,0.7374654327991117,0.9519492479187566,0.7539415774043284,0.7704571029308761,0.08171530131655536,0.9250537653506556,0.24324772236779302,0.7232997618045507,0.9232992998142504,0.8186994543257319,0.997774823085434,0.9065015755972599,0.36224607148727594,0.10190946282726054,0.09505276856037126,0.3064096837743391,0.5826000671513891,0.3015773587779377,0.553881133580636,0.21874595392106966,0.9076159153568982,0.2959972603671688,0.3786223908380234,0.629854709730138,0.5796089774618178,0.1917916926422787,0.22300952327888268,0.6905490845146237,0.7653775534715551,0.422307731307036,0.01457096222568377,0.5709684754109191,0.4563100564741266,0.758430576875855,0.7936726019782118,0.554780545324488,0.09470094739759194,0.10612059379457484,0.041069087004027116,0.8249233532349968,0.35421898406395924,0.9532426695255974,0.23641802014690982,0.7756054344974583,0.24420588348093164,0.5931984129348928,0.9203991730221489,0.5152534724848903,0.43377512351387537
0.15698637498725854,0.26092978725911586,0.6567322620133825,0.6325463744209491,0.9202352729305039,0.8635056273504146,0.9441955783633329,0.6153338622175748,0.09960370736136703,0.16506837687563403,0.881381409098561,0.8687818278587895,0.3847008483153337,0.3057338368481761,0.7627697024051385,0.04887278927329619,0.7448500343229448,0.14514790859745774,0.8105836723845437,0.7903331771750493,0.9006208729701776,0.5139258455775984,0.23083810829557483,0.5314886400613724,0.3351751073642032,0.5029971313592346,0.03409342323958642,0.7855343773005905,0.9889685861689168,0.1442673455747172,0.37966481151195397,0.4034519511740169,0.7020802704953695,0.8812835882368673,0.3108986701702343,0.9831128327456903,0.47881086156992336,0.7089559045126488,0.3736912075815233,0.5066880215077992,0.40113644813707083,0.5088363831294346,0.9333448675709998,0.08167226972470265,0.07180860827991153,0.3819648380708869,0.3643154548621885,0.42290094178569526,0.7509700089745527,0.04031377452342899
0.9405603510474908,0.09873943275513763,0.24942489708013915,0.6318530836221568,0.947036647008948,0.15108969216476853,0.3581025193658034,0.28415539327525696,0.06428399352578751,0.08484458370011783,0.19606704258747132,0.2678513743574422,0.5262564991322902,0.2858834498801024,0.6360839641273476,0.6278761150363193,0.25157928574631316,0.16779608851833783,0.4450720977040753,0.7269296731737825,0.22702321439741668,0.3254904633268282,0.007886499943958847,0.6172303097393473,0.9129779962621468,0.5496988228673042,0.23580242774737947,0.5286398869665901,0.28735450160781784,0.7557867597279333,0.3269250941222889,0.6043273537138572,0.00836398417361095,0.031784444255626876,0.4050503165877438,0.025757888282244124,0.5956052418826067,0.28770228913561924,0.28427302380614705,0.828043388239584,0.54670131116724,0.2170393025676095,0.5156801643092104,0.8696249274728001,0.6979765129684468,0.9699276206266675,0.01524322428776581,0.7916145969563311,0.7651528417225699,0.8857161689822842
0.002253052482320217,0.19459381535718945,0.03846467636285922,0.5718232143061953,0.5429331241162016,0.684541316875693,0.9291085583178356,0.9936205032563371,0.49037857977689325,0.9511214268693156,0.5294143454891221,0.6659037070306318,0.8337333410400299,0.9396230865205651,0.5890519475096703,0.23179464561744578,0.14659976991662116,0.6283191984806781,0.8618143597375804,0.7610872106988544,0.07866962592178761,0.36443917811381166,0.6656629169753329,0.7907428902759701,0.011371478674845004,0.014007171969506738,0.35879742570096007,0.050086836463287265,0.7725218740553095,0.1947799673973123,0.8710764237994847,0.0374047588795835,0.6629826007062586,0.8994915719209624,0.3741644995006538,0.07734011348420211,0.846329993766558,0.38333411131295825,0.01193722813862641,0.14809658311781748,0.569708776419319,0.34694808445380865,0.9814076421390806,0.18312802002498763,0.5572192030915463,0.938528486490887,0.6247785580123596,0.016386705370667,0.43463914919642266,0.1719938290920643
0.9597618371381279,0.31275793305001987,0.23712460858031126,0.3405614670757915,0.2796605128160873,0.9528970157156266,0.28000954797431477,0.15379638957124742,0.23143770186969892,0.7262483504474593,0.7452645555581208,0.6989627540019865,0.871739614007304,0.06745078716049269,0.7519926040394371,0.9426551510225103,0.48697761374861104,0.044403187877714356,0.32735879728594075,0.3075537604787576,0.8537610661427638,0.24246859868828996,0.5801201242544989,0.21277564153518946,0.8772614678444225,0.6588703691744784,0.7931976125139084,0.6162025482485519,0.27593991422233777,0.8985490279912033,0.32940827025658426,0.4087807895096097,0.6459139350489652,0.3763073785785148,0.9632652587321368,0.3223160026229124,0.07492750186172958,0.546776170178647,0.30669885961991117,0.6407629490032551,0.5062344712805248,0.6582186496452241,0.7291602927151619,0.8820863751022547,0.3033267846149742,0.44149242263495336,0.25045814020585533,0.11388727250436959,0.3856551393202561,0.22906821564986457
0.27250505226745114,0.026303170906085804,0.9631013466964695,0.6241290847974558,0.14947127875482447,0.2841600176735255,0.9084289624092963,0.11888929829005757,0.5629474301304332,0.192788418415881,0.7452918543436321,0.26881935219680986,0.2809782809194763,0.9803695775838264,0.8908890739246972,0.5139794969338476,0.6356277649847725,0.24096062473052549,0.28412286941204434,0.23962493157678144,0.10447945388488378,0.19476468671880476,0.00893631149029872,0.5739166943642487,0.20328025456575016,0.6482557596430419,0.04734871756036374,0.07640042711838368,0.3246137816007547,0.45336072416050055,0.09004182979605047,0.833686558471455,0.5334842900999534,0.46748066734626015,0.6086764024351847,0.17771333268741263,0.32355249398596564,0.34017335090948286,0.06334916934376789,0.8957308907410572,0.9854443399783532,0.7945044260025748,0.3138198489109585,0.19195869096873763,0.0763806599356579,0.8272134558294789,0.03213044287202971,0.3685065952074026,0.49556795954107435,0.5827617454358847
0.8817104914813111,0.5507221211089774,0.45561910219015045,0.19407005652295517,0.3454761658767094,0.0016336741943969724,0.9661233574300729,0.4522112358525646,0.19118621852983675,0.6377682272351025,0.2801658028438797,0.6239088816342684,0.489917347811453,0.9698516612747273,0.9063418753114798,0.4438945775794496,0.6585922440294181,0.03726648161856172,0.10528208775411874,0.962249928008379,0.4978149364107206,0.1172063113141395,0.15811308557072679,0.5293469805826215,0.9309796922318105,0.8153402351521651,0.30456216973256256,0.47111376769112745,0.42414861680656346,0.18143969547632322,0.4186510640111544,0.2005939906429518,0.5750593847623119,0.516741660151803,0.7036061178619447,0.9506180928652639,0.7618842588060354,0.03479725652866017,0.9921199330729886,0.24298885822127103,0.10630668125528997,0.2215133012996987,0.729660454353525,0.42414202765280584,0.21428033080131925,0.7570216911666081,0.3297072932486551,0.8215231975748875,0.423934665996927,0.1588252748239536
0.3487277310942176,0.024756069648930734,0.4535866125630934,0.6024953602150092,0.43293688400984265,0.19667355792308738,0.36968394349557465,0.862205199591695,0.9938553760806196,0.7793533790133759,0.7332157022256045,0.43360988175576287,0.9926524579999041,0.2712261359389754,0.5329765074404605,0.1669392969979392,0.8122190225081962,0.6366582368977356,0.7683154886718714,0.8101996977612944,0.8461933780967208,0.03292446677589067,0.3697120576141498,0.6850736366367343,0.011456588975589654,0.5929015856398473,0.07459396003289431,0.6735411555365106,0.9374407874628216,0.07550528625340436,0.31432632333245003,0.563767000150106,0.7859631945678572,0.05370610051262914,0.9637544397954266,0.7802352156479064,0.4900798525918183,0.4320868425191753,0.7170076991295585,0.4903120201823159,0.3042527172465166,0.5113386415713678,0.8804893106298142,0.6065785879868525,0.7291076159416662,0.537774374159246,0.3808137865708545,0.30579411260031863,0.7378040549956626,0.33419523161750886
0.1058722793256558,0.7307944620625575,0.2308939607361642,0.801985335454607,0.5745229775649744,0.1149141729519636,0.17655984734155794,0.12437848214308156,0.826885002947443,0.843598306995042,0.9154014941566887,0.7505137909793057,0.5499561952122471,0.7171184537060248,0.8530807586845243,0.24075180733269508,0.8812656983998526,0.19923333822075884,0.6967008153584185,0.8184001351867923,0.4941019192830237,0.9338040428641846,0.8667416104401875,0.5414071423894088,0.6675271015511253,0.37353435162344617,0.40663500948066655,0.03886690460172326,0.5160934928514088,0.5706907542951734,0.24823166204346758,0.2017921110494365,0.7731454444642356,0.8665360637417061,0.2367034759752067,0.6735040217273475,0.6717098099949128,0.3770419827505064,0.2950852539930069,0.6159964293283121,0.6461426618702574,0.2500176043258384,0.32200021947615,0.6448359713204304,0.7299301663311307,0.31389804064892735,0.5831153895286264,0.1330893196993681,0.6990267923219664,0.1933016996564958
0.9322766172964533,0.8519360946200677,0.6324519149128084,0.978275129460134,0.6654908189642781,0.5799192326849816,0.7120297428373936,0.28388843478288106,0.2086296095708422,0.6666165349087094,0.9500731341372465,0.12063568714237694,0.3213567288467283,0.8007112094349377,0.42791018851090423,0.13701254504489024,0.27467856893575693,0.9155351653755945,0.9121655691815201,0.6640004294352936,0.2855484345750896,0.8926760859412716,0.9414552662545668,0.8957052870367053,0.5506868844562334,0.3449233520439553,0.6897847490394354,0.2600247454769692,0.1176729926622122,0.4986835929066388,0.0020935992360506805,0.14153771817693617,0.720503025513788,0.05665701972391357,0.15090083068704263,0.8872818196417253,0.4769672097516744,0.4578471337690254,0.838176361767832,0.8796704964704329,0.8380904113504206,0.30996003049407406,0.3519806487951993,0.7218799589719448,0.009242184281125998,0.3506741734703527,0.4901286610325172,0.8727489136339974,0.3671317637070928,0.5693612386907704
