3.379837909594464174e-01,6.823444065286927707e-01,3.718248436261395451e-01,6.698883711476676384e-01
4.752719443033348590e-03,4.954284199469486394e-01,7.104764100476814725e-01,6.319361351826217055e-01
6.407310793108922375e-02,1.596962527074089477e-01,9.970288815665226956e-01,9.548130231524720735e-02
9.105290534287323601e-01,6.070901143136989697e-01,8.924292247209767437e-01,3.555519009702216016e-01
8.685271608650803055e-01,4.494073712414643484e-01,6.648586268326526216e-01,6.616965107322159145e-01
1.715407974817896308e-01,6.807343223980573121e-01,8.572434777801637429e-01,5.231387786051379107e-01
3.511725918310427685e-01,4.011786438777835695e-01,2.771307004716283551e-01,5.794553862662282784e-01
1.070897864329154459e-01,6.186534803506498204e-01,5.784508986013956466e-01,5.122684751634933864e-01
3.624294923600294149e-01,1.399284149834002511e-01,2.309153467188238551e-01,1.010897566568609296e-01
3.857750349741354556e-01,5.240810604542567308e-02,2.484255431457516039e-01,6.318741374078203910e-01
6.794037168643551894e-01,3.761075625065791739e-01,6.180863170388917194e-02,8.525023468373961189e-01
6.358664601187515864e-01,9.914919099241793488e-01,9.176790886360286503e-02,2.375837486730868475e-01
4.794406698692972313e-01,4.076962351859940714e-01,1.707431113659775290e-01,3.123656083955805851e-01
9.431892734862730165e-01,2.052398974516469465e-01,7.950977332297379796e-01,9.616227193303564791e-01
3.382141369612599036e-01,3.676171451790194444e-01,5.032457742566630587e-01,4.753917243967126227e-01
2.105507124727367119e-01,7.456748200117032654e-01,1.230612546218664560e-01,7.541463302250505096e-01
9.625003376977238068e-01,7.544652895883730004e-01,7.308585008034597097e-01,3.407719666242192691e-01
6.819648080952429581e-01,3.946598357618091857e-02,9.527862386295012920e-01,7.962162336848443989e-02
4.063967878061488515e-01,8.356548628385032096e-01,5.731389378175280047e-01,3.928897324885957110e-01
5.975106260130601532e-01,5.687181450968764596e-01,5.513143800142814577e-01,7.975849905076676238e-01
6.082952060688147089e-01,3.051528748785569123e-01,4.841444525333246096e-01,4.668617013709291941e-01
4.921262774110081173e-01,7.442138343074639062e-01,6.461399937819555239e-01,5.284751997847829674e-01
5.551352993879250519e-01,7.982204823365846025e-01,9.870782167536720220e-01,8.499694334244740634e-01
6.559295049448208292e-01,8.920818225662783263e-01,3.657811021627992432e-01,6.013590951256247985e-01
5.900268099879718564e-01,3.150416687424963946e-01,6.749822025322128605e-01,2.663566923746313320e-01
8.809591507055211101e-01,4.556415775705102700e-01,2.315893880705688357e-02,7.844911436345400890e-01
2.715160785851011838e-01,1.653423620828015084e-01,7.891151474011763867e-01,1.803902133431052324e-01
5.632725173153750875e-01,1.554835263162773762e-01,4.808222728422948400e-01,8.810134545261256722e-01
5.736192698413311586e-01,4.337729497391613620e-01,2.850677320769581247e-01,6.940471217337436105e-01
4.546379907473998561e-01,7.090954856846517496e-01,4.787795743911817947e-01,4.590725276867269056e-02
3.683344862360246053e-01,6.762490975088172318e-01,9.597621259639642632e-01,8.398319343882223453e-01
1.228069009255228217e-01,3.729674313678327247e-01,7.117019629459826469e-01,3.322524781482971701e-02
8.893124148212083746e-01,1.316314068357414824e-01,1.140481551679098926e-01,4.018702796251069076e-01
1.847987779382829210e-01,8.175266869262789449e-01,9.858575401472364774e-01,9.425015532930995921e-01
5.059175656846697233e-01,6.517026978495262801e-01,3.421265899536432009e-01,4.752569549210424737e-01
7.875458463712272650e-01,6.855660453826707412e-01,4.110639373910788263e-01,2.782516406532620223e-02
1.342515927074241500e-01,9.458801744758406072e-01,6.744830089838022014e-01,4.242432397149985546e-01
1.526042655676475013e-01,3.054287489258104005e-01,9.892857178547941333e-01,4.236541948184968653e-01
5.714088792828667662e-01,5.169308280323854365e-01,3.421610366492048305e-01,4.644239924188321433e-01
2.444936300889982705e-01,3.979353576560411554e-01,1.348080717207768009e-01,2.946162291017178081e-01
8.547717425062117957e-01,4.923796940824285429e-01,5.024364944834452951e-01,7.480357259719520036e-01
8.728570817813888771e-01,8.646490765589117666e-01,4.057085234527515460e-01,2.227176879091558037e-01
5.236992091505487945e-02,8.520794808672088605e-01,9.352305710064900968e-01,3.474587542034147658e-01
7.087771688244343116e-01,2.455984004550337829e-02,1.251345744033184326e-01,8.539688438667913939e-01
9.335685776724319540e-01,8.943777596606531377e-01,7.888955486945459228e-02,1.354640665491740892e-01
4.283574791238130564e-01,1.999298941193488055e-01,7.117040895936211919e-01,6.558266556569728456e-01
4.574360325220627743e-03,5.786624792530205008e-01,9.483283524444412471e-01,6.206839683145402020e-01
4.388388194395955733e-01,9.707051043376272448e-01,8.666147567947591890e-01,8.963835254351807391e-01
6.339684660292649321e-01,2.175125544211005124e-01,9.678163130310787343e-01,9.545508023831139610e-01
5.183520089972404321e-01,9.769474560399714624e-01,8.050209024461343343e-01,9.197840787854119071e-01
3.029080366330578755e-01,8.005066542831862364e-02,9.957571141442873586e-01,6.423797330291285412e-01
6.399835912819155093e-01,3.556343449626419018e-01,4.747800828098377446e-01,1.951353803976193513e-01
9.287387605654624512e-01,9.132255994613387440e-01,7.636938518420524069e-01,9.704117502253705174e-01
6.595447502781190963e-01,6.415579694883406514e-01,7.199886122826272272e-01,2.014555953195479310e-01
9.967895241280319008e-01,8.646899322933550014e-01,6.050770788056974991e-01,4.077891154714938793e-01
7.652519110183986228e-02,8.960264112992155638e-02,6.330639231521969501e-01,8.688126066092902722e-01
9.314278011171538418e-01,9.016257482808528456e-01,4.699890201475925844e-01,2.621304136877705693e-01
6.990095647898622033e-01,4.644241448093637814e-01,4.347087248072526444e-01,2.869071046984110751e-01
9.624796032382991751e-01,3.525428391684404250e-02,6.195156751242887339e-01,2.286531521798996769e-01
1.107125785614682112e-02,5.073239779130304106e-01,8.613791562519711453e-01,8.029893756755027701e-01
2.566955612731234293e-01,9.018938226913112421e-01,6.135469593866571536e-01,4.112224822493422138e-01
5.150925888861185298e-01,8.672017155536370092e-01,1.434055277119075100e-01,6.584553970273691048e-01
2.060160495459746333e-01,8.443117130089201616e-01,1.835184401755008965e-01,9.724033395960877124e-01
7.975441615230667303e-01,7.724537028187987708e-01,9.231791212116865486e-01,2.358155709133931133e-01
8.979236031783687233e-01,6.859056631319000452e-01,9.793044847258793872e-01,3.164498224659308967e-01
6.729027421037869772e-03,2.403364095893568697e-01,4.889638860104682516e-01,2.195167502520379843e-01
3.617747645821167701e-02,3.582792302423221109e-01,2.195958587957480557e-01,8.299685483972751854e-02
4.377713261997943084e-01,8.935831658149515633e-01,7.889004344165913007e-01,5.607119962481668107e-01
3.771855760210877095e-01,5.126213473902887507e-01,7.136681394185094840e-01,2.372348535317573281e-01
5.019207323459397019e-01,6.689942928914169862e-01,5.732107574592043564e-01,9.243542500780753679e-01
5.934933301273837003e-01,6.986695273107029758e-01,2.386455525310091641e-01,3.123685798972554162e-01
6.946790210646465180e-01,2.336956781110673953e-01,3.771368808900966707e-01,2.115086295395895988e-02
7.107683669086113376e-01,7.012403372013905622e-01,3.946460658115616971e-01,6.204581289704959035e-01
5.700639113618160003e-01,6.732457256581932947e-01,8.794033929119710047e-01,1.367362497968908075e-01
6.658030470787003052e-01,5.319667114109046802e-01,7.663345917401467311e-01,7.357029481781197644e-01
6.838384079090813472e-01,7.188926490865417129e-01,6.836791259054757486e-01,7.060149772529893397e-01
9.374709072258592402e-01,2.360946102108674172e-02,9.398782600921479213e-01,4.604223091718733230e-01
2.369312583017584295e-01,1.838963121469461282e-01,5.744372366680068343e-01,6.597499769970895933e-01
5.404504320767071768e-01,5.912220790919191504e-01,8.064457135820586320e-01,4.060396982732945581e-01
1.059844778589702496e-02,7.232163387830520263e-01,8.363577665676031891e-01,4.057491409400242333e-01
2.334707830525953876e-01,7.247521306294590904e-02,8.874220931095829767e-01,1.423197724210111259e-01
8.353056654546698878e-01,2.495457133220689849e-01,2.557786298649769030e-01,6.976273575354683398e-01
6.417059631725459123e-01,5.680729124723725709e-01,2.807015622625430584e-01,3.827408150079711913e-01
5.511507912799562536e-02,7.384249571183422178e-01,4.916543341628831776e-01,1.796981412881839546e-01
3.408950292074477417e-01,8.402524654667357096e-01,9.442077066533808294e-01,6.224431878729476120e-01
5.771410537878530755e-01,4.133942856593890713e-01,4.225920324736964773e-01,2.354629543626962640e-01
4.624184731133275106e-01,6.092763930757580937e-01,2.445092999634003172e-01,6.839384174051081899e-01
5.459938811355767863e-01,4.120990788502962854e-01,8.784473007616810936e-01,9.666424354658802454e-01
4.660752644702589320e-01,7.296958269181568202e-01,5.835605473519620556e-01,7.447653165942841325e-01
9.671732819272287340e-01,3.238342691124260764e-01,6.643120896047568502e-01,6.686597948588735019e-01
4.110974704773895372e-02,3.354778687910658919e-01,3.819983598422697080e-01,6.749673361519248349e-01
5.385485086957546574e-01,5.188226555074797464e-01,2.180149789913224945e-01,1.195742620652608945e-01
4.372200569613646781e-01,7.262375707154777871e-02,8.400779610504475192e-01,1.914815179123399158e-01
4.807541122290120983e-01,7.242138439814128636e-01,7.362032656259490659e-01,3.418855347839282466e-01
4.900647703701481728e-01,9.898333968279862116e-01,2.936373836075625299e-01,7.900707573628266145e-01
8.071213162403152452e-01,7.836527249528458805e-01,2.239591368105572355e-01,1.277660937405885599e-01
9.047422411424579369e-01,9.241031184294687950e-01,5.790558759702958413e-01,5.168463189157680437e-01
9.407601306326045520e-01,4.015095025348419666e-01,5.951095646117403604e-01,5.174982829228533809e-01
6.612024786788542885e-01,3.097599596234884567e-01,5.991087467217638407e-01,5.876114478286718068e-01
9.951213263092960615e-01,9.076112243824800974e-01,6.907971260636939226e-01,6.885690590504512931e-01
